iris_code,rf_score
751103908,94.7
781240104,68.8
954870103,5.3
950181003,52.9
950190101,29.5
772840203,42.0
950520104,40.6
950190104,32.0
950190105,44.0
950190106,51.4
950520101,51.3
950520102,43.0
751207809,89.1
751207810,85.6
751207814,97.9
940730101,61.4
772940203,46.4
940730106,33.4
940800201,78.4
940460303,60.6
773050101,62.2
773050103,39.8
950180603,21.1
950180607,11.0
772840801,53.7
950510102,40.3
920120208,81.3
951270115,38.1
773300102,68.8
951270132,31.8
770670102,34.7
781380104,33.3
751041404,95.8
951270123,28.8
773500101,38.8
951270125,25.0
751062309,84.9
751062310,88.2
771520203,31.7
955720105,27.4
940460401,56.4
920770105,48.3
771220102,69.0
952050101,35.9
952100101,70.7
952180101,69.9
786460301,76.3
751104002,91.7
952190401,48.8
771220101,61.5
751207908,90.8
751207909,91.8
751104008,87.9
781720104,49.7
751103709,78.7
940680109,42.8
952190601,63.8
952680110,10.7
774870101,39.6
952180103,30.4
952190702,56.7
952030102,64.7
771080101,56.4
771080201,77.8
952680103,7.6
952680105,5.2
951970103,43.8
950180202,50.9
952770103,36.4
771080401,75.9
953130102,33.3
771080502,73.2
953130104,36.1
771180103,60.0
920350103,65.7
771180104,65.3
771080601,77.4
940810103,60.4
771080703,75.5
774790102,42.8
930010201,74.2
954880103,58.7
751114101,94.3
914320103,50.1
920500407,66.7
930010202,76.6
782420102,50.8
771180101,75.4
780730108,40.6
771180102,60.8
955850116,56.5
771220302,5.8
771220401,27.4
920360104,33.2
751135207,94.7
920360201,77.4
771220403,45.1
771220404,27.6
955390106,9.6
930290402,57.4
911220102,29.5
940810208,35.9
955390102,28.9
781460102,60.9
781460107,46.0
955550101,43.6
751104004,80.0
781650104,39.9
930700110,87.0
940540107,50.5
771310101,51.3
771310201,66.5
782970108,43.7
915490105,34.0
771310301,68.8
930010301,51.0
955390105,35.2
955630107,36.0
930500103,39.9
771530101,70.5
751114114,80.0
771530103,36.3
751114115,89.8
783610119,47.3
783620105,46.8
920120205,76.9
783830106,46.3
953940106,49.1
783830103,24.2
783830105,24.9
783960101,34.7
920400404,76.2
954240303,38.0
915490104,39.1
771830101,59.5
784010103,31.2
771830102,59.6
772880501,7.2
785170108,50.1
784230106,55.7
784230110,42.3
773500302,13.0
773730301,40.7
784400108,34.7
784400111,16.3
783610118,51.2
751051901,88.7
940420107,72.4
751114201,92.7
783720101,55.6
930010302,76.6
920510101,39.1
920500302,58.0
920360103,26.8
785450103,61.3
954240102,67.5
784980102,22.5
952190102,71.2
751114318,89.3
751114207,95.1
955390107,63.7
785450101,78.0
784180106,38.2
772490101,67.7
772490103,63.6
771860101,76.2
784400110,7.4
772510106,71.5
954240301,17.8
772580103,68.8
785510102,33.9
953130101,35.9
955850117,73.8
751114403,96.7
785861001,36.9
785861102,38.1
930050208,15.9
772840402,8.0
772840502,8.2
785860101,60.8
772880503,61.9
772880602,36.7
772580202,62.1
772940101,38.8
786430102,25.0
773050105,39.3
751124501,85.8
751145505,94.0
930010303,74.4
772960107,65.7
930100107,19.5
772840103,50.0
773050203,51.0
786460602,42.5
773070102,33.7
751114410,97.6
751114413,96.7
786400104,28.9
784900104,22.7
773160101,72.6
773160102,69.1
751114305,96.3
783110101,31.3
785170102,29.2
773270101,76.2
784230102,30.0
773300101,66.0
773330104,68.4
773330201,73.4
930010304,74.4
773370101,69.0
773370204,34.7
773370205,72.0
954240302,34.5
785860201,58.0
773500301,47.7
773490101,37.3
930010401,70.8
773500401,47.7
751030901,90.1
911740702,17.3
751114404,95.8
751114405,95.1
940330120,71.6
952770303,55.9
956070113,58.7
911740102,20.9
952500103,28.9
773730101,64.1
911740601,55.5
773730201,63.1
940330121,76.9
773730502,45.2
773730503,63.9
930060115,82.0
773790101,40.0
773790102,43.5
930290101,63.1
773900401,57.8
773900101,44.3
773900102,63.5
773900301,47.5
955630103,48.3
773730401,61.1
911740302,20.6
774070103,46.2
774070105,46.8
912720105,36.7
751072501,53.9
751072502,81.6
785510117,45.9
774070106,27.4
940760109,66.7
912860106,40.6
912010104,79.5
912010105,54.0
940430108,51.7
774310101,69.1
774310102,69.5
956800109,33.2
913860102,32.9
913860104,45.3
774450101,26.3
774450102,43.7
774450201,32.5
774450202,17.6
774450203,47.0
774640102,41.7
911740203,79.7
751030902,91.1
773790103,46.2
913120103,32.8
774580101,64.8
773900203,22.4
774580102,41.0
952680108,52.9
911740502,45.0
770580102,37.7
774640103,76.8
774680102,48.5
775140101,44.5
915210102,35.8
952680107,20.6
774680205,46.2
774700101,51.7
920480106,48.3
774700103,46.3
911910103,57.6
774790105,41.9
951970109,42.9
774870102,61.2
774870104,61.1
774950102,69.3
774950103,60.7
920250204,66.6
751093610,94.4
955630106,49.1
952520107,44.4
771080302,50.0
775140301,69.4
916570103,48.1
751166110,79.4
912860104,14.6
775140104,42.5
775140201,64.3
916610101,60.8
783110501,34.2
751124619,90.5
950180502,13.8
780290105,40.3
930570106,19.9
751124703,91.3
751124704,85.6
780290101,70.8
780290102,61.0
780290103,39.7
956370102,31.4
915890103,22.4
751124808,95.9
751124809,88.5
920020308,46.6
915890108,34.2
751176807,91.3
780620101,56.7
780620103,36.2
920040601,75.3
920040706,48.7
780920103,29.1
751103803,96.4
782420105,63.6
751134903,90.6
751134906,82.6
751134907,86.6
920070112,69.3
930480105,89.9
751135001,74.3
751135002,85.5
751135003,87.1
780920102,50.1
781170101,74.1
781170102,58.2
781230102,72.8
781240105,30.8
751135014,81.0
781260101,33.5
781260103,44.5
782080106,50.0
781260106,43.2
781260108,24.6
751135015,91.8
751135021,81.2
751135023,86.0
916870102,71.9
930570105,31.3
781330101,65.0
781330102,40.0
781380101,51.9
751135025,83.1
751135026,67.0
952800107,11.0
781460103,44.7
781460105,57.8
751135028,92.6
781460106,30.3
781460108,59.4
781460109,61.4
781460110,36.1
781600102,70.8
751104005,68.0
751104006,84.9
952800106,38.8
751135104,84.6
751135105,85.6
920020102,37.0
781650101,47.7
781650105,64.2
781650106,22.4
920020205,48.3
751135108,89.7
920020401,49.6
920020402,60.5
781720101,50.7
781720102,28.3
914210106,21.6
920040101,72.6
781720106,38.6
781720107,48.3
781720108,23.1
954270103,46.8
751135112,85.8
751135114,86.4
930010503,76.7
782080101,21.6
914210110,50.4
782080102,42.2
782080104,51.6
782080105,32.9
751135117,77.5
751135118,84.0
751135119,82.4
782080107,60.9
914340101,41.9
782170102,55.3
954270104,27.5
954270105,45.1
782170103,46.8
782200101,53.9
782200102,66.6
751135125,90.7
913770101,59.3
751135201,96.7
920330102,65.7
781260102,34.1
751135202,92.6
751135203,90.2
920350104,36.2
782420103,53.9
751135204,91.5
920190112,34.1
782420101,45.4
930010701,80.2
751145301,92.1
751145302,98.3
751145303,57.3
751145304,86.9
782420106,72.5
930480203,85.8
954270106,34.8
930010801,73.7
920240405,85.3
751145307,90.3
920230303,59.7
751145401,82.2
914710101,31.0
782670101,40.9
782670103,63.3
954280201,36.4
751145403,94.9
751145404,91.5
751145405,93.8
751145406,90.5
920250202,33.5
751145501,81.9
920260102,51.6
751145508,89.4
751145509,80.3
930010902,73.6
751145511,92.8
920640107,34.6
782970101,73.9
782970102,68.1
751145513,91.2
751145515,58.5
782970103,41.9
751145605,88.0
751145606,84.5
751145607,85.4
781720103,58.6
930700118,75.5
751145611,86.6
751145612,90.0
751145613,93.7
920500601,39.7
751145614,83.6
751145615,92.9
751145616,96.3
751145617,87.9
751145619,93.3
751145621,94.9
783110202,66.4
751145623,92.3
920510306,81.3
783110302,60.1
783110401,42.6
783110402,59.1
920600104,28.2
920440105,80.0
783500101,58.7
751124702,92.0
920490117,72.0
751186912,84.5
783350101,62.1
751155707,79.4
751155708,50.3
751155709,79.7
783350102,41.5
783350103,44.5
783350104,28.8
751155710,75.4
920630601,45.9
783110301,64.7
751155711,59.1
751155712,79.1
751155713,87.8
783500103,59.5
783720102,33.6
751197310,95.6
783560101,80.8
783560102,27.3
783560103,22.3
783560104,49.5
783580101,44.8
783610101,49.5
783610106,14.2
783610109,4.4
783610110,64.8
783620108,38.0
930570108,27.9
783720103,28.9
783720105,40.5
783720106,25.1
783720107,22.1
920750110,44.1
920750111,51.8
783800101,28.4
751155729,89.5
783800102,58.6
783830101,67.1
930570109,45.0
751155807,95.5
751155808,87.4
751155809,95.1
751155810,96.5
751155811,81.8
920630702,60.2
751134902,88.2
783830102,34.6
783830108,22.2
751155813,85.9
751155814,93.7
751155816,94.6
751155817,95.6
751155901,83.8
751135005,84.4
783970101,34.8
783970103,66.8
920120202,87.3
784010102,41.2
930011101,76.6
784180102,72.9
784230116,42.2
751114214,44.8
751114302,95.5
751114308,91.9
920480209,34.1
784400101,68.5
784400102,48.0
784400103,69.9
784400104,18.3
751155915,80.0
920020306,35.1
930070109,8.6
784400105,10.6
784400106,38.0
784400107,34.3
751155919,85.5
784400109,14.5
784400112,54.5
751156003,85.5
751156004,86.0
920200103,77.8
784900103,35.7
784550101,21.5
751124617,96.8
911740503,53.6
784900101,53.6
920190110,41.5
784810102,33.5
784810103,68.9
951760103,73.5
930140107,31.1
784900108,56.4
920120207,57.3
784900109,54.9
784900110,56.6
784900112,37.7
751166102,59.4
751166103,84.3
784980101,71.7
784980103,54.2
784980106,68.2
784980107,31.6
784980109,52.5
784980110,77.0
785170101,69.0
751166109,84.1
751207812,80.4
785170104,39.4
785170106,59.1
785170110,50.8
751166117,72.5
930140104,6.6
930330103,41.6
751135121,74.6
785370101,61.1
951760101,54.5
770830102,70.4
930010603,73.9
785710102,65.8
785750101,32.8
785750102,58.4
920400101,84.3
770830301,51.6
951760105,64.3
751145305,90.0
751166214,47.8
751145309,92.8
920440111,86.3
751166221,78.2
930500106,25.3
940520111,65.2
951760106,31.3
920510309,84.3
751166301,72.9
913770111,72.6
786210101,34.5
751166302,72.7
751166303,78.2
751166305,51.6
786210105,68.4
786210106,19.7
912280102,60.1
786210107,29.0
786210109,17.7
786210110,26.1
786210111,12.0
930590103,48.5
786210112,76.2
930570107,42.7
786240101,44.9
751166402,53.8
782970106,61.4
786240102,35.3
786240103,47.1
786400109,38.6
786400110,16.3
751166406,55.2
786460302,72.5
786420101,38.2
786430103,58.7
786430104,32.8
786440102,38.8
786440103,54.0
786460101,64.3
786460102,67.2
786460202,77.2
786460204,54.6
786460206,66.3
911740602,35.3
786740101,62.9
786860104,72.8
786860106,68.0
786880101,43.6
930530116,28.6
910270106,67.2
920480210,58.9
751176605,43.5
751176607,76.1
751176608,81.9
910860101,45.8
783580104,31.2
920500205,50.2
920710101,49.4
911030101,38.6
911030102,58.5
930780108,8.5
911030103,35.6
911030104,46.3
911030105,40.8
770830201,81.5
920480211,50.5
911030106,63.6
940020205,53.9
930700114,85.9
911140102,63.6
911140104,35.0
751176710,97.2
751176805,84.0
751176810,83.9
751176812,88.5
920490102,77.9
930290301,75.0
911610101,11.7
911610104,5.9
940170502,62.9
930780103,54.8
911740201,18.1
911740202,63.6
911740301,41.2
751176813,69.5
751176814,95.8
911740402,73.5
911740501,50.5
911740801,70.9
751176815,90.8
930310102,23.9
920240302,77.6
911910102,58.1
910210104,28.7
920240303,83.8
912000101,73.6
751186903,93.1
940220108,62.8
751186905,92.7
912000104,36.8
912010101,77.2
912010103,34.6
912160103,45.0
912160104,29.4
912160105,47.0
912280111,25.9
912280112,65.2
751186919,96.8
751186920,43.5
940280401,43.0
751186924,95.3
751186925,97.3
751186926,94.3
940160111,68.3
940170301,66.1
912230102,68.2
912230103,41.6
751186928,90.5
751187002,93.2
751187003,87.3
751187004,88.7
912230106,46.6
912230108,24.3
912230109,45.6
751187007,92.7
751187009,92.7
912280101,37.2
912280103,32.4
912280104,9.9
912280108,26.7
912280109,20.3
912280110,42.3
751187011,85.3
751187012,88.8
912280204,34.5
912280205,47.5
940210103,62.6
751187013,91.8
751187014,76.3
751187015,76.2
751187016,85.5
751187017,91.5
751187018,57.9
954280303,24.7
912860107,49.5
751187021,95.2
751187022,95.0
751187023,69.3
920490106,88.1
751187025,94.9
751187026,86.6
912350101,42.9
912350103,77.2
751156018,77.1
751156019,88.4
751156020,89.7
751187027,81.1
751187102,95.4
751187103,79.0
751187104,95.8
751166101,53.1
951970102,29.3
751187108,90.6
751187109,92.7
751187110,84.6
751187201,83.3
751187202,91.1
751187203,86.9
912720102,55.2
751187207,87.3
912720103,55.9
912720104,27.2
751197305,96.9
940330115,69.5
940460102,41.5
920240104,84.2
920490108,87.7
920490113,81.2
930610101,78.7
951970101,68.9
940520103,71.0
912860103,55.0
751197312,90.2
751197313,87.5
940380107,48.6
913260102,75.5
913260103,67.6
913260202,79.1
913450108,65.8
940410206,70.3
940590105,13.8
751197406,95.4
930660903,73.5
913400101,46.0
751197407,91.5
751197409,85.0
920070103,75.2
920070104,53.9
913400102,19.8
751197501,94.5
751197502,91.0
913630101,69.2
913630102,42.6
913630103,48.4
915490112,52.0
913770102,66.6
913770103,65.0
913770104,63.6
913770105,68.7
913770106,75.8
751197513,95.7
940600101,40.5
930450105,82.5
914340103,41.1
914340105,43.9
914340106,40.8
751197519,88.8
914340107,44.9
751197524,87.6
951990101,35.6
751197601,96.9
751197602,90.5
920250102,53.7
912280119,21.1
914710102,62.2
751197606,86.6
751197607,48.3
920040504,73.0
914710104,29.6
914710105,69.6
914710106,44.0
940340112,43.1
914770104,60.3
914770106,48.3
920500101,61.3
940030107,61.8
914770107,71.4
914770108,42.6
914770109,71.2
751197608,60.5
914790102,62.0
951990102,25.2
955850120,26.4
751207701,94.3
940800102,78.3
915210103,73.4
951990103,45.3
751207704,95.4
751207705,60.2
751207706,94.6
751207707,94.4
940810301,39.6
940770106,40.6
915490101,52.6
915490102,38.9
915520102,35.1
915520103,28.0
915520104,40.7
915530101,57.8
785510111,37.6
951990104,37.1
915530102,69.0
915530103,37.6
930060104,85.5
940810211,48.5
915700101,40.3
915700102,44.0
915700104,31.4
915700105,49.9
915700106,24.7
915700108,37.6
915730101,6.9
751207710,91.7
940280302,69.9
915730102,66.5
915730104,38.3
751207711,87.2
915730105,31.0
951990105,28.4
920250209,58.6
751207714,79.8
930660907,83.6
950510103,31.4
751207801,91.9
751207804,79.4
751207807,94.1
915890101,34.9
915890104,50.5
751207904,90.1
916000102,58.2
770830202,73.2
751207906,95.8
771080301,36.0
751176609,84.7
916450102,59.2
916450105,58.6
954760107,39.5
950910102,25.9
751207907,89.1
751155720,92.9
920250301,58.7
751208002,95.3
916570101,76.1
916570102,48.6
916570105,68.8
751208007,95.3
916570107,56.1
916570109,53.9
916570110,41.7
916610102,44.6
751208019,94.0
916610103,73.5
751208003,91.7
950190102,60.9
930140102,15.9
916870103,33.5
916870105,47.6
940220206,62.1
920120103,84.0
916870106,36.8
916870107,43.1
916910106,61.5
916910107,58.8
916920101,44.6
751176803,76.9
916920103,62.2
916920104,64.5
920250302,20.2
786460604,78.1
751176808,93.5
751176811,91.2
916920108,74.9
920020101,62.4
920020104,41.5
920020105,61.5
920020107,64.2
920020201,68.8
920020203,49.4
920190101,66.4
920190103,24.2
920190104,26.5
920190105,45.0
920190106,11.9
920190107,34.1
920230401,39.6
751135106,94.1
920230402,51.2
920230501,27.4
920230503,26.8
920230504,57.2
920230505,31.1
920230506,51.7
920230507,56.8
920360404,45.0
920360503,64.0
920360504,60.7
920400103,73.1
920400201,75.9
920400202,75.9
920400203,45.5
920400301,51.5
930290904,70.8
920480107,28.4
920480202,72.9
920480203,74.2
920480204,56.5
920480206,53.7
920480207,36.0
920500511,76.0
920500605,69.7
751186901,96.6
920500606,61.4
920500607,64.2
920320110,49.8
930270115,56.7
920600101,35.1
920600102,57.1
920600105,51.2
920240101,85.9
920600106,21.6
920600107,64.1
920600108,28.5
920600109,48.8
920640104,71.1
920620102,76.3
920140108,55.3
920620203,71.1
920620204,79.8
920620302,82.8
920720102,33.9
920720103,46.4
751186921,80.5
751186922,95.4
751186923,92.5
920720104,55.1
920720105,76.2
920720106,64.6
920720107,73.7
920720108,55.6
920720109,40.9
920730102,78.0
920730104,77.9
920730106,76.9
920730108,67.8
920770102,35.0
920770103,55.2
920770104,46.1
920770106,48.0
920780101,59.0
920780102,43.7
920780103,64.2
920780105,65.5
920780107,71.4
920780108,35.8
920780109,72.4
920780110,70.3
930050101,70.9
930050103,37.4
930050203,42.3
930050204,15.7
930050206,33.0
930050207,50.0
930050805,36.0
930050901,57.3
930050902,56.5
930050903,65.6
930060101,81.2
930060102,93.9
930060103,86.7
930060105,90.5
930060107,87.4
930060108,86.4
930070102,68.6
930070103,39.3
930070105,51.8
920330101,50.2
930070106,28.4
930070112,52.5
930070116,62.2
774790104,12.1
930070118,76.7
920780104,65.5
930070119,44.8
930070120,53.2
930070121,36.3
930080110,69.1
771690101,76.9
771690102,33.4
751187105,81.5
771710101,67.0
771710102,39.5
751051803,90.7
930080101,76.7
920500701,57.0
930080102,50.8
930080103,57.4
930080104,74.6
930080106,64.0
930080107,28.1
930080108,43.9
930080111,57.1
930080112,67.8
930080113,66.7
930080115,75.4
930080116,44.6
930080117,64.9
930080118,74.9
930080119,56.4
930080120,79.1
930270118,69.4
930270103,44.4
930270104,55.3
930270105,67.5
930270109,74.0
930270110,40.3
930300101,76.8
930300102,26.9
930300103,46.3
930310104,73.0
771860103,71.0
920440116,86.1
771860104,69.2
771860105,67.7
771860106,36.3
930320105,43.9
951270127,47.9
930320112,52.8
930320113,43.3
930320115,40.8
930470104,31.6
930470105,54.5
930470108,16.9
930470109,15.7
751166201,85.1
751166202,73.2
930470110,28.3
930470111,27.6
930470112,40.2
930480101,89.5
930500104,67.2
930500108,12.6
772880203,60.6
930500109,22.7
930500110,22.0
930500111,11.7
751197408,81.6
930500112,71.6
930500114,82.8
930550102,79.0
920220108,60.6
751166112,74.5
920220109,53.8
920230101,19.4
930510101,59.5
930510102,28.3
930510103,62.1
930510106,42.4
930510201,49.1
930510202,83.1
930510301,63.7
930510302,74.8
930510303,25.0
930510304,38.0
930510401,54.6
930510402,36.5
930510501,64.7
930590105,22.6
930660403,55.6
930660501,51.3
930660503,68.1
951270130,47.7
930660601,48.7
930660602,73.0
930660702,77.5
930490104,39.3
930661101,72.8
930661102,76.1
930661501,83.7
930700101,71.0
930700103,70.6
930700106,84.6
751197514,54.7
785170105,49.4
930710115,28.3
751166120,83.7
930710116,42.8
930710117,35.9
930710118,37.8
930710119,56.5
930710120,34.7
930710121,56.1
930720102,28.3
930740101,70.6
930630102,68.9
930740102,45.1
930770101,42.0
930770102,36.5
930770103,18.3
930770104,40.3
930770105,59.0
930770108,60.0
930770109,50.1
940020101,66.0
940020103,65.5
940020109,69.0
940020201,65.8
940020203,69.9
940020204,62.7
940020206,25.3
940150106,66.1
940160101,67.7
940160103,57.4
940160104,60.2
940160105,51.3
940160108,64.2
940160109,76.9
940160110,77.8
940170101,67.3
940170501,65.4
940170601,65.0
940170702,56.9
940170703,69.1
940170704,68.8
940170901,52.2
940370102,65.4
940171001,48.8
940171101,37.3
940171102,39.2
940171103,33.8
940171202,17.5
940171203,17.2
940171204,24.4
940171301,65.8
920250205,63.9
940370103,81.3
940280104,51.7
940280202,58.9
940710101,41.6
940280204,56.0
751197616,38.8
940280206,53.2
940280207,72.8
940280208,59.7
940280210,51.1
940280212,75.5
940280215,69.5
751186917,80.6
940280301,73.6
940280303,66.7
940280304,52.4
940280305,66.6
940280306,68.5
940280307,46.3
940280405,50.1
940280407,37.9
940280408,47.8
940330102,75.9
940330103,78.2
772580101,71.1
940330104,57.4
940330105,61.2
940330106,51.1
940330119,53.8
751124602,75.3
940340102,46.3
940340103,33.0
940340104,36.3
940340105,59.6
940340107,32.1
940340108,21.6
751124604,71.5
940340109,57.5
940370104,63.7
940370107,80.6
940370108,49.7
940380113,61.7
940410101,78.4
940410102,67.4
940410103,80.5
940410104,55.8
940410106,75.6
940410208,84.9
940410301,79.6
940410302,77.5
940410304,69.7
940420101,55.2
940420102,58.0
940420103,51.8
940420104,42.6
940420106,66.4
940460101,73.3
940460104,69.7
940460105,62.4
940460106,58.1
940460107,76.0
940460108,40.2
940460202,56.4
940460203,58.5
940460204,70.2
940600103,41.6
751207708,93.3
940600104,19.9
940600105,74.6
940650102,32.3
940710105,52.6
940710106,31.6
940710107,60.2
940710108,35.0
920460108,69.2
772840102,54.9
940710109,43.8
772840202,47.3
772840302,39.1
772840501,12.3
772840503,17.8
940770107,30.1
940710111,81.0
940730102,35.6
772840802,46.6
940730103,53.7
940730104,82.7
940730105,46.6
940730107,40.0
940730108,56.2
940730109,51.2
920620404,78.6
940730111,51.2
772850103,51.5
940750102,44.9
940750103,38.2
772880102,51.2
940750104,52.9
940760102,73.4
940760103,69.3
940760104,63.3
772880601,72.5
940770108,66.3
940780101,59.6
955850102,33.8
940780102,65.1
940780103,49.2
940780201,78.7
940790106,64.3
940790107,66.9
940800301,76.0
940800302,60.5
940800303,82.0
940800304,86.9
940800305,79.9
940800306,83.2
940800402,76.3
954880102,55.6
950180304,51.4
950180102,51.3
950180602,35.1
950180606,25.5
950180701,35.9
950180702,49.4
950180703,26.2
950180801,37.3
950180802,69.9
950180901,60.5
751207816,98.1
950910103,51.0
950390101,63.8
950390102,60.9
950390103,32.2
955850122,12.3
950600101,72.5
950630105,20.7
950630110,45.3
950630111,50.6
951270106,65.1
751208021,88.6
951270110,47.4
951270114,34.3
951270116,28.6
951270121,36.0
773330103,62.1
954280103,62.2
916870110,38.1
916870104,22.7
952180106,61.3
771220203,44.2
774450302,31.6
952030109,47.9
954760108,34.5
920480205,57.6
952050103,63.4
920720110,40.1
920730103,78.2
952190301,63.4
950181001,48.8
751155804,95.9
930050102,42.1
952100201,72.3
952100501,41.8
751207911,95.9
952180107,60.0
930070104,20.8
951990106,41.7
940810305,76.1
774680203,64.0
774680204,24.1
952500101,39.8
952190501,68.8
940810206,66.7
781580107,62.2
930050601,31.2
951990107,34.7
952030103,73.1
952030106,57.8
952030107,70.5
952520116,69.2
952680102,10.6
952680104,37.1
952680106,44.0
952680113,39.2
953060101,57.2
952770202,35.5
952770302,39.9
952770401,62.8
952770501,68.6
952800101,39.5
952800102,49.4
952800103,25.8
952800104,25.7
952800105,6.7
953060107,29.7
952800110,66.4
952880102,29.3
953060102,65.9
920330107,24.0
953060103,48.8
953060105,44.2
953130103,49.3
920330108,23.5
920350101,70.5
920350102,73.0
953230105,52.5
953230106,22.2
953130105,77.6
953230101,63.0
953510103,30.0
953940109,38.9
954240101,45.8
780730103,39.6
780730104,21.5
780730105,55.2
940340106,58.7
940420105,52.0
954760102,65.0
954760104,38.6
954800101,29.0
954800102,51.4
954870101,59.1
954870104,34.3
954910102,64.7
954910103,75.0
954910104,43.6
955000103,46.1
950180203,64.3
781230101,66.7
955000304,75.3
930060110,85.1
955000601,59.9
955000801,58.9
930480205,75.4
955000901,65.6
956370104,28.2
772840403,8.7
781260105,35.8
955740103,31.1
955390101,58.0
955850124,26.5
955720112,55.7
955550102,56.5
955550103,78.0
955550106,76.4
955720101,34.6
955720102,65.5
955720103,71.4
955820106,63.9
955740102,40.1
955820107,63.0
950180303,50.1
955820101,77.9
955820102,70.1
955820103,71.7
751103701,90.6
955820104,72.9
955820105,47.0
920320108,48.6
920360204,69.9
920360301,70.6
920360302,78.7
955850106,10.1
955850107,18.7
955850109,16.7
955850110,14.2
955850111,15.1
955980101,60.3
770670103,64.1
956070102,50.6
956070103,53.9
956070104,36.4
956070105,72.5
956370106,35.6
951270111,58.8
956800105,53.2
956800108,47.3
956800112,38.2
956800114,10.2
783110103,34.7
783110201,41.7
783220102,64.8
955000401,32.7
783350105,62.3
783610120,34.2
783830104,27.3
783830107,31.0
784010104,75.8
784810106,48.8
784810107,34.5
784860102,51.8
920120107,72.2
915210104,51.3
786210102,47.5
786210103,38.9
786400108,19.3
786420103,49.5
786420104,75.2
786460203,47.0
920120602,80.0
786740102,29.2
786860102,49.6
930100201,45.9
910210103,55.8
910270102,56.5
910270103,68.1
910270104,76.3
930050209,13.9
920200104,66.3
910860102,38.1
910860103,22.6
911140103,42.9
911220104,32.4
773500201,34.9
930050303,47.4
912160101,50.2
912230101,76.5
912280106,55.4
912280107,42.3
950600103,28.3
912720101,71.0
912720109,23.8
913120104,67.2
914210105,33.2
914710103,52.7
914770102,40.3
751124605,78.2
751124606,88.2
751124608,85.3
940020106,75.9
775140103,25.0
916450101,39.7
916450103,70.0
916450104,43.1
930050304,37.2
916910104,54.2
916920105,17.2
920020406,36.6
920040102,76.2
920040402,74.2
920040403,69.2
920040404,72.2
920040704,62.5
920090105,79.1
920090108,83.2
920120503,77.5
920140103,64.5
920140104,62.7
920140105,68.5
920140106,59.4
920140107,39.4
920220106,23.9
920240402,87.2
920240404,80.9
920240502,86.0
920240504,89.2
920250106,62.7
920250107,59.7
920250108,73.6
920250109,64.9
920250206,70.0
920250207,38.6
920250210,64.8
920350110,55.2
920350112,77.9
920360101,39.2
920360303,73.3
920360402,58.8
920360403,77.0
920360501,71.8
920360502,67.8
920480105,53.6
920480201,59.6
920500702,61.8
920510102,84.9
920620202,54.5
920230301,61.4
920230302,46.1
920640103,48.8
920730110,70.7
930010602,79.1
920230304,74.4
920240102,80.4
920240103,84.5
930290201,67.8
930290403,74.0
930290903,70.5
930310103,44.5
920240201,78.6
930480903,68.9
930550403,64.9
930660302,62.7
930660906,69.4
930730201,12.3
920240301,41.3
920240304,88.9
940160106,66.2
920240401,82.6
920240601,84.2
786500103,48.7
940280102,59.6
940460103,61.6
940680204,71.7
940680504,49.6
920250103,74.1
940780104,46.2
940800103,39.6
940810111,74.8
920250105,47.0
920250110,43.9
920250111,73.2
920250113,72.5
950180902,77.1
930050403,18.9
930050501,58.9
930050502,23.8
930050503,17.9
751207808,95.6
950520103,25.2
751208004,97.1
786500105,59.5
784180101,38.2
911050103,47.7
951270107,13.7
951270113,55.0
950180903,55.3
916920102,48.8
751155916,85.8
920620201,77.9
920710108,25.9
930140109,11.6
930310502,70.5
930310601,64.8
930460114,49.0
930480902,78.6
930630105,75.2
786880102,48.0
910270107,61.9
920190111,56.1
940040106,43.9
920400502,78.8
920440112,89.1
920440114,78.1
955000501,52.3
940190104,65.6
940460205,74.0
940460109,71.9
940520101,71.7
940170102,70.7
940170103,75.9
772510105,20.1
930640102,24.5
751187106,79.4
940410211,74.8
952030108,42.6
955850125,35.5
952190201,69.8
952190202,55.4
940760107,59.0
950181002,83.2
751207912,95.9
751207913,93.0
751207914,86.8
751207915,96.3
930060112,51.0
751208023,93.5
930290203,60.9
930660402,38.1
930320106,54.6
785860801,22.9
785860802,23.4
785860901,28.4
930480702,85.2
930480703,76.5
930700111,86.3
783580109,30.7
930700115,92.0
784180105,41.5
784230103,43.5
784230104,45.5
784230105,35.3
930290102,59.6
930290202,66.7
751176612,94.7
784180103,30.8
784180104,26.1
751166217,82.2
952190101,40.9
751114303,88.1
751208006,94.1
786460503,40.7
920350106,43.3
910270109,32.9
940280403,30.3
950630104,34.8
751062308,91.9
952500104,47.4
751103910,90.0
751093303,93.9
920120703,66.3
952030104,50.5
780050104,19.4
751104007,87.0
920360102,27.1
751114102,95.4
782080103,29.3
920400401,72.4
920400402,77.9
940330107,58.1
751114209,86.9
772880502,28.4
751051701,96.2
771530102,56.4
955720106,38.6
930530105,50.1
751114212,96.9
772150101,54.6
751114313,93.7
920120707,79.2
920630806,43.7
930010402,52.5
930010502,77.1
952520101,67.2
751020701,94.9
930470106,12.6
940430109,48.4
952520111,36.4
952520112,14.8
914770103,60.9
751124620,82.7
751124621,94.2
751124622,92.7
912860105,25.2
915890112,47.8
751093602,97.2
930480206,78.1
780920101,33.4
751135006,80.5
781240102,42.4
781240103,35.9
916570108,10.0
751135016,80.4
781260111,36.3
783220105,69.7
783610111,18.0
913770108,79.2
751155801,90.7
751155815,93.0
751155911,81.1
