iris_code,nom_iris,commune,dept,type_iris,centroid_lon,centroid_lat,sitescore,score_concurrence,score_revenu,score_densite,score_accessibilite,score_potentiel,score_foncier,nb_concurrents_500m,nb_concurrents_1km,nb_concurrents_2km,revenu_median,densite_pop,pop_totale,potentiel_ca,prix_m2_median,prix_m2_moyen,nb_transactions,ca_potentiel_an,ca_potentiel_m2,part_marche_pct,rf_score,score_final
751093309,Saint-Georges 9,Paris 9e Arrondissement,75,H,2.3364174116739123,48.8802619784183,29.0,10.0,40.0,20.0,95.0,8.0,10.0,56,156,615,31685,28120,1152,875000.0,10629.0,11642.0,1045,110500.0,92.0,5.0,94.3,61.6
920630105,Plaine-Gare 5,Rueil-Malmaison,92,H,2.1801326494666524,48.88585371708954,39.1,10.0,73.0,11.0,95.0,20.0,50.0,15,36,69,58453,15375,2952,2245250.0,6102.0,6903.0,997,326074.0,272.0,5.0,58.8,49.0
920400701,Le Petit Pont Amphibie,Issy-les-Moulineaux,92,H,2.2505982893388783,48.824418412080576,32.4,10.0,35.0,11.0,95.0,56.0,30.0,26,71,187,27904,15374,8348,6350750.0,7579.0,7800.0,667,802009.0,668.0,5.0,85.2,58.8
771520303,Plaine du Lys 3,Dammarie-les-Lys,77,H,2.637845936084669,48.51930499495276,23.9,10.0,36.0,1.0,50.0,1.0,70.0,7,9,13,28378,777,100,87500.0,3036.0,4721.0,287,17680.0,15.0,8.0,10.5,17.2
920440108,Hôtel de Ville-Planchette 2,Levallois-Perret,92,H,2.287203009889039,48.89284861175541,30.8,10.0,42.0,16.0,95.0,8.0,30.0,38,69,234,33290,21625,1211,920500.0,9011.0,10071.0,831,116246.0,97.0,5.0,61.2,46.0
930100401,Les Friches,Bondy,93,H,2.4938593264944107,48.89982286182028,35.9,20.0,30.0,8.0,95.0,19.0,90.0,3,11,42,24066,10906,2835,2156000.0,2374.0,3835.0,732,239599.0,200.0,5.0,20.7,28.3
930100402,La Martraye,Bondy,93,H,2.485276252966367,48.90044793885736,29.1,10.0,24.0,5.0,80.0,7.0,90.0,6,11,35,19242,7090,1070,813750.0,2374.0,3835.0,732,90433.0,75.0,5.0,20.8,25.0
920480212,Le Centre 5,Meudon,92,H,2.228525192446837,48.81405319138021,31.0,10.0,46.0,6.0,80.0,23.0,50.0,4,11,73,36955,8268,3398,2584750.0,6027.0,6583.0,417,375380.0,313.0,5.0,33.0,32.0
751176714,Batignolles 14,Paris 17e Arrondissement,75,H,2.3092215526752127,48.89182140837428,30.8,10.0,43.0,8.0,95.0,47.0,10.0,71,187,452,34129,10749,6986,5314750.0,10138.0,10616.0,2228,671177.0,559.0,5.0,91.8,61.3
751176716,Batignolles 16,Paris 17e Arrondissement,75,H,2.3074888574784174,48.8886559409208,27.9,10.0,46.0,7.0,95.0,4.0,10.0,32,101,368,36777,10257,543,413000.0,10138.0,10616.0,2228,59979.0,50.0,5.0,88.7,58.3
940680603,Les Mûriers 3,Saint-Maur-des-Fossés,94,H,2.50094134463752,48.78631025021922,31.1,20.0,40.0,5.0,80.0,17.0,50.0,2,13,52,31686,7539,2502,1902250.0,6060.0,8040.0,1302,240227.0,200.0,5.0,58.0,44.6
940680702,La Pie 2,Saint-Maur-des-Fossés,94,H,2.484652225386048,48.78739795403171,29.0,10.0,38.0,7.0,80.0,17.0,50.0,4,14,52,30506,9376,2578,1960000.0,6060.0,8040.0,1302,247520.0,206.0,5.0,48.1,38.6
916910102,Gambetta-Brossolette-Gare,Yerres,91,H,2.4820507630965265,48.70475954860733,24.5,10.0,37.0,1.0,50.0,6.0,70.0,7,11,27,29624,1038,836,635250.0,3595.0,4697.0,377,80223.0,67.0,5.0,52.3,38.4
751104010,Hôpital Saint-Louis 10,Paris 10e Arrondissement,75,H,2.368812819206074,48.8791870263631,31.8,10.0,46.0,17.0,95.0,10.0,30.0,78,284,782,36206,22784,1503,1142750.0,9143.0,9587.0,1245,165960.0,138.0,5.0,94.1,63.0
771080102,Les Coudreaux Sud-Ouest,Chelles,77,H,2.5927550730659,48.90109844341784,20.5,10.0,27.0,0.0,40.0,1.0,70.0,4,7,15,21625,448,225,169750.0,3705.0,3904.0,596,30183.0,25.0,8.0,51.0,35.8
916910103,Camaldules,Yerres,91,H,2.5096944269966817,48.71593801123676,30.0,40.0,32.0,1.0,50.0,9.0,70.0,1,9,22,25594,908,1302,990500.0,3595.0,4697.0,377,200138.0,167.0,8.0,55.1,42.6
912280201,Canal 1,Évry-Courcouronnes,91,H,2.413050643851589,48.63318943691122,41.0,60.0,46.0,2.0,65.0,5.0,90.0,0,5,24,36663,2411,689,523250.0,2376.0,4173.0,592,250323.0,209.0,14.0,16.8,28.9
916870109,Le Plateau 1,Viry-Châtillon,91,H,2.365375496973378,48.66245340657306,28.7,10.0,49.0,1.0,50.0,2.0,90.0,4,8,24,39126,1186,326,246750.0,3000.0,4058.0,305,57336.0,48.0,8.0,24.4,26.6
930450110,Les Bruyères,Les Lilas,93,H,2.412639274478082,48.87768564578497,22.9,10.0,28.0,3.0,65.0,1.0,50.0,19,66,256,22540,4333,173,131250.0,6667.0,7418.0,198,14586.0,12.0,5.0,68.5,45.7
912280113,Parc aux Lièvres,Évry-Courcouronnes,91,H,2.4461736943041794,48.62695730668895,27.8,10.0,45.0,1.0,50.0,2.0,90.0,9,14,44,35603,802,267,203000.0,2376.0,4173.0,592,29481.0,25.0,5.0,32.0,29.9
912280114,Mousseau-Bonhomme en Pierre,Évry-Courcouronnes,91,H,2.4540891804194724,48.63057517348828,26.5,10.0,37.0,1.0,50.0,6.0,90.0,9,14,43,29216,1464,868,659750.0,2376.0,4173.0,592,83317.0,69.0,5.0,50.7,38.6
912280115,Aguado,Évry-Courcouronnes,91,H,2.442552754719439,48.63207745935188,23.4,10.0,23.0,1.0,50.0,3.0,90.0,5,21,29,18479,1259,385,292250.0,2376.0,4173.0,592,32478.0,27.0,5.0,64.2,43.8
955820109,Centre Ville I,Sannois,95,H,2.2530505340229894,48.97071790420947,25.7,10.0,45.0,1.0,50.0,1.0,70.0,17,22,56,35673,960,165,124250.0,3778.0,4207.0,225,18045.0,15.0,5.0,75.6,50.6
920440125,Georges Pompidou,Levallois-Perret,92,H,2.281613286322658,48.89915472300419,26.9,10.0,44.0,4.0,80.0,6.0,30.0,24,72,230,34974,5368,950,722750.0,9011.0,10071.0,831,91273.0,76.0,5.0,86.9,56.9
930320101,Iris 0101,Gagny,93,H,2.5405367357361115,48.89735429334116,36.4,40.0,19.0,7.0,95.0,19.0,70.0,1,4,41,15213,10107,2789,2121000.0,3820.0,5519.0,454,659987.0,550.0,14.0,24.7,30.6
751166118,Auteuil 18,Paris 16e Arrondissement,75,H,2.2675796696570645,48.84842130010784,33.6,10.0,64.0,18.0,95.0,10.0,10.0,19,53,195,51084,24301,1530,1163750.0,10932.0,12047.0,2182,169010.0,141.0,5.0,77.9,55.8
751187209,Chapelle 9,Paris 18e Arrondissement,75,H,2.36464839475955,48.90020799425215,44.1,10.0,58.0,36.0,95.0,94.0,30.0,11,72,439,45992,49369,14070,10704750.0,8696.0,9827.0,2501,1554636.0,1296.0,5.0,89.7,66.9
751197301,Villette 1,Paris 19e Arrondissement,75,H,2.3718837401082653,48.88129667390619,28.9,10.0,38.0,9.0,95.0,8.0,30.0,94,280,751,29838,12347,1234,938000.0,7845.0,8759.0,1465,118456.0,99.0,5.0,90.5,59.7
751197302,Villette 2,Paris 19e Arrondissement,75,H,2.37600876949974,48.88383747496192,38.1,10.0,69.0,26.0,95.0,14.0,30.0,94,231,720,54981,36270,2031,1545250.0,7845.0,8759.0,1465,224414.0,187.0,5.0,84.9,61.5
751197304,Villette 4,Paris 19e Arrondissement,75,H,2.3796615976847777,48.88637965870845,32.4,10.0,50.0,16.0,95.0,9.0,30.0,65,163,587,39691,21440,1350,1025500.0,7845.0,8759.0,1465,148932.0,124.0,5.0,97.1,64.8
952180104,Les Dix Arpents-Le Sud,Éragny,95,H,2.1075629095445456,49.01866765884021,28.6,20.0,36.0,2.0,65.0,3.0,70.0,3,10,28,28328,2272,493,374500.0,3400.0,3510.0,175,75670.0,63.0,8.0,29.4,29.0
772840902,Centre Hôtel de Ville Nord,Meaux,77,H,2.877575739680428,48.95886858993646,21.6,10.0,25.0,0.0,50.0,1.0,70.0,9,12,19,20181,589,208,157500.0,3226.0,3904.0,781,17503.0,15.0,5.0,60.9,41.2
786400103,Le Clos,Vélizy-Villacoublay,78,H,2.1739579359943733,48.78637294230613,25.9,10.0,44.0,1.0,50.0,3.0,70.0,5,5,28,35178,1577,517,392000.0,4244.0,4895.0,182,159403.0,133.0,14.0,30.5,28.2
930060116,Iris 16,Bagnolet,93,H,2.432890643593942,48.87640555088307,27.8,10.0,40.0,8.0,95.0,17.0,10.0,17,51,173,31715,10765,2529,1923250.0,12548.0,20122.0,1779,242879.0,202.0,5.0,35.5,31.6
751124513,Bel-Air 13,Paris 12e Arrondissement,75,H,2.4045735073514902,48.84618725868136,28.3,10.0,36.0,9.0,95.0,6.0,30.0,32,106,326,28643,12849,835,635250.0,8863.0,9635.0,1445,80223.0,67.0,5.0,88.6,58.4
751197317,Villette 17,Paris 19e Arrondissement,75,H,2.371436798871102,48.89331315453611,29.7,10.0,42.0,11.0,95.0,4.0,30.0,40,133,454,33185,14712,676,512750.0,7845.0,8759.0,1465,64753.0,54.0,5.0,47.8,38.8
751030903,Arts et Métiers 3,Paris 3e Arrondissement,75,H,2.3584702541932665,48.8659834448544,27.1,10.0,31.0,18.0,95.0,12.0,10.0,85,233,671,24536,25343,1799,1368500.0,11800.0,13020.0,661,152083.0,127.0,5.0,93.3,60.2
773070103,L'Éco-Quartier,Montévrain,77,H,2.759655438285853,48.86121400273691,21.3,10.0,23.0,0.0,50.0,3.0,70.0,5,11,22,18370,568,397,301000.0,4433.0,5829.0,247,33451.0,28.0,5.0,36.8,29.0
952800108,Demoiselles-Grand Pré-Gare,Goussainville,95,H,2.4611907425095416,49.02794198800183,24.4,10.0,37.0,1.0,50.0,4.0,70.0,6,7,7,29687,819,598,455000.0,3384.0,6178.0,232,91936.0,77.0,8.0,36.5,30.4
940680103,Adamville 3,Saint-Maur-des-Fossés,94,H,2.4839229213824083,48.799688359368446,24.8,10.0,20.0,5.0,80.0,14.0,50.0,20,31,72,15904,7489,2119,1611750.0,6060.0,8040.0,1302,179116.0,149.0,5.0,63.0,43.9
785860102,Le Vaudoire Centre Ville Sud,Sartrouville,78,H,2.162868836909035,48.9369670346692,24.3,10.0,36.0,1.0,50.0,5.0,70.0,14,18,31,28743,1934,777,589750.0,4433.0,5085.0,633,74477.0,62.0,5.0,51.9,38.1
751197511,Amérique 11,Paris 19e Arrondissement,75,H,2.3972991532276917,48.87912956451677,27.8,10.0,30.0,14.0,95.0,6.0,30.0,35,124,448,24236,19644,844,640500.0,7845.0,8759.0,1465,71180.0,59.0,5.0,89.4,58.6
785860502,Le Fresnay Vieux Pays Sud,Sartrouville,78,H,2.1697721334844964,48.94299557669696,29.7,10.0,51.0,2.0,65.0,5.0,70.0,9,15,32,40561,2287,802,609000.0,4433.0,5085.0,633,88444.0,74.0,5.0,45.0,37.4
930460107,Iris 7,Livry-Gargan,93,H,2.534789309015085,48.92255943678877,25.1,10.0,13.0,4.0,80.0,11.0,70.0,4,15,36,10000,5597,1639,1246000.0,3215.0,5303.0,532,138470.0,115.0,5.0,31.0,28.0
930460115,Iris 15,Livry-Gargan,93,H,2.529404108625572,48.91319356542896,29.3,20.0,35.0,4.0,65.0,10.0,70.0,3,8,34,28015,4954,1426,1085000.0,3215.0,5303.0,532,219232.0,183.0,8.0,22.1,25.7
785860701,La Marinière Sud 1,Sartrouville,78,H,2.189427726592408,48.94413051835216,26.4,20.0,26.0,2.0,65.0,2.0,70.0,3,8,25,20648,2189,269,203000.0,4433.0,5085.0,633,36095.0,30.0,8.0,18.0,22.2
916910105,Rives de L'Yerres-Tournelles,Yerres,91,H,2.48082727486573,48.7119575576191,23.5,10.0,30.0,1.0,50.0,10.0,70.0,6,14,23,23826,1957,1446,1099000.0,3595.0,4697.0,377,122133.0,102.0,5.0,50.0,36.8
751051808,Jardin des Plantes 8,Paris 5e Arrondissement,75,H,2.3539400591473947,48.842777791042494,27.3,10.0,41.0,10.0,95.0,4.0,10.0,34,93,348,32612,14255,612,465500.0,11882.0,12924.0,803,58786.0,49.0,5.0,90.6,59.0
920250304,Gabriel Péri-Îlot 26,Colombes,92,H,2.2416905053683625,48.918954930996726,32.0,10.0,30.0,12.0,95.0,38.0,50.0,8,39,91,23761,16971,5668,4312000.0,5430.0,6653.0,871,479199.0,399.0,5.0,46.6,39.3
912280202,Canal 2,Évry-Courcouronnes,91,H,2.417267069236122,48.62907039311671,24.7,10.0,30.0,1.0,50.0,1.0,90.0,4,7,22,23845,931,166,126000.0,2376.0,4173.0,592,22404.0,19.0,8.0,30.5,27.6
912280203,Canal 3,Évry-Courcouronnes,91,H,2.4216487560504723,48.62937594225669,26.6,10.0,26.0,2.0,65.0,3.0,90.0,4,9,22,21059,2669,448,339500.0,2376.0,4173.0,592,60367.0,50.0,8.0,17.8,22.2
920250305,Cimetière-Îlot 1,Colombes,92,H,2.2463315690290324,48.92188745465931,29.9,10.0,48.0,6.0,80.0,5.0,50.0,17,27,85,37789,7940,778,591500.0,5430.0,6653.0,871,85903.0,72.0,5.0,58.8,44.3
920250401,Charles de Gaulle Sud-Victor Basch,Colombes,92,H,2.232003687505121,48.91018618172945,28.8,10.0,33.0,7.0,80.0,27.0,50.0,15,26,98,26048,8930,4000,3043250.0,5430.0,6653.0,871,384319.0,320.0,5.0,64.8,46.8
920250402,Canibouts-Champy,Colombes,92,H,2.2256742726823484,48.91501146113029,29.8,10.0,49.0,4.0,80.0,5.0,50.0,7,15,60,38894,5296,736,560000.0,5430.0,6653.0,871,81328.0,68.0,5.0,54.9,42.4
751114105,Folie Méricourt 5,Paris 11e Arrondissement,75,H,2.3681940670284507,48.86557122157643,31.5,10.0,44.0,18.0,95.0,8.0,30.0,72,241,700,35206,24797,1215,924000.0,9754.0,10240.0,2196,134191.0,112.0,5.0,95.9,63.7
953940101,Méry Centre,Méry-sur-Oise,95,H,2.184217504711776,49.064573385172686,24.1,10.0,29.0,1.0,50.0,17.0,70.0,5,6,10,23412,1402,2613,1988000.0,3333.0,3536.0,107,353487.0,295.0,8.0,60.9,42.5
751197523,Amérique 23,Paris 19e Arrondissement,75,H,2.386068477520125,48.88426188894535,30.2,10.0,32.0,24.0,95.0,12.0,30.0,46,141,539,25088,33092,1786,1358000.0,7845.0,8759.0,1465,171496.0,143.0,5.0,87.8,59.0
930480404,La Noue-Clos Français-Guilands 4,Montreuil,93,H,2.432434374277635,48.86673875832087,22.3,10.0,23.0,3.0,65.0,6.0,50.0,14,76,215,18123,4508,829,630000.0,5956.0,7393.0,1112,70013.0,58.0,5.0,85.5,53.9
751072806,Gros Caillou 6,Paris 7e Arrondissement,75,H,2.300321327344533,48.85685882441864,35.0,10.0,45.0,37.0,95.0,37.0,10.0,17,84,303,35484,51117,5622,4277000.0,14375.0,16305.0,915,621143.0,518.0,5.0,44.5,39.8
930480502,Villiers Barbusse 2,Montreuil,93,H,2.43634601141688,48.8687087030044,30.0,10.0,27.0,8.0,95.0,28.0,50.0,28,76,201,21087,10890,4236,3221750.0,5956.0,7393.0,1112,358038.0,298.0,5.0,52.0,41.0
952680109,La Lutèce,Garges-lès-Gonesse,95,H,2.3890333242703865,48.97013642004535,29.6,20.0,42.0,1.0,50.0,5.0,90.0,3,6,29,33565,1854,758,575750.0,2454.0,2753.0,198,116334.0,97.0,8.0,26.1,27.8
751124618,Picpus 18,Paris 12e Arrondissement,75,H,2.3901854856731166,48.84709716210143,30.2,10.0,44.0,11.0,95.0,6.0,30.0,52,165,387,35362,14440,866,658000.0,8863.0,9635.0,1445,95560.0,80.0,5.0,93.3,61.8
773370202,Ville Nouvelle Centre-Ouest,Noisiel,77,H,2.617832505563012,48.846560099643455,22.0,10.0,26.0,1.0,50.0,2.0,70.0,11,20,30,20899,1199,231,175000.0,3360.0,3653.0,118,19448.0,16.0,5.0,38.7,30.4
940730110,Le Pressoir,Thiais,94,H,2.4005449925488733,48.75920912510089,27.0,10.0,21.0,6.0,80.0,12.0,70.0,9,26,51,16672,7612,1750,1330000.0,3908.0,5557.0,339,147805.0,123.0,5.0,63.0,45.0
930481102,Montreau Ruffins Clos Arachis 2,Montreuil,93,H,2.477795458472466,48.862804009406034,24.7,20.0,13.0,4.0,80.0,6.0,50.0,2,18,75,10282,6056,841,638750.0,5956.0,7393.0,1112,70985.0,59.0,5.0,32.5,28.6
930490106,Maltournée,Neuilly-Plaisance,93,H,2.5129524230881666,48.85403300454516,23.6,10.0,20.0,2.0,65.0,8.0,70.0,4,13,57,15982,3351,1276,969500.0,4375.0,5748.0,272,107742.0,90.0,5.0,33.5,28.6
940540109,Nouvelet-Les Saules,Orly,94,H,2.4212843930818555,48.7460760237904,29.9,10.0,24.0,4.0,80.0,46.0,70.0,8,14,51,19133,5467,6926,5269250.0,4143.0,4635.0,187,585579.0,488.0,5.0,59.9,44.9
930100203,Le Champart,Bondy,93,H,2.4780475517727987,48.89914349983007,27.6,10.0,30.0,3.0,65.0,5.0,90.0,7,15,37,24137,4661,801,609000.0,2374.0,3835.0,732,67679.0,56.0,5.0,25.4,26.5
751135024,Gare 24,Paris 13e Arrondissement,75,H,2.368961240466457,48.83043847238793,27.4,10.0,31.0,10.0,95.0,5.0,30.0,36,85,268,24919,14251,783,595000.0,8607.0,9126.0,1360,66123.0,55.0,5.0,89.2,58.3
940580105,Iris 0105,Le Perreux-sur-Marne,94,H,2.5011520809355527,48.8394114657408,22.6,10.0,24.0,3.0,65.0,8.0,50.0,17,28,79,19241,3529,1245,946750.0,5688.0,6480.0,486,105214.0,88.0,5.0,62.2,42.4
940580109,Les Siams,Le Perreux-sur-Marne,94,H,2.5040501590455446,48.84980298460587,32.6,10.0,43.0,8.0,95.0,19.0,50.0,6,23,73,34183,10571,2780,2114000.0,5688.0,6480.0,486,266968.0,222.0,5.0,54.9,43.8
940580110,L'Orage,Le Perreux-sur-Marne,94,H,2.498022717647618,48.84223630932119,26.0,10.0,27.0,5.0,80.0,10.0,50.0,16,30,82,21737,6602,1525,1160250.0,5688.0,6480.0,486,128940.0,107.0,5.0,67.8,46.9
751135101,Maison Blanche 1,Paris 13e Arrondissement,75,H,2.363002591178179,48.81786144451161,27.7,10.0,31.0,9.0,95.0,12.0,30.0,34,91,210,24589,11726,1840,1400000.0,8607.0,9126.0,1360,155584.0,130.0,5.0,80.8,54.2
940670107,Notre-Dame,Saint-Mandé,94,H,2.416226803220937,48.840078681621,22.7,10.0,38.0,2.0,65.0,1.0,30.0,10,49,220,30002,3408,224,169750.0,8537.0,9632.0,288,21437.0,18.0,5.0,86.2,54.4
940670108,Libération,Saint-Mandé,94,H,2.4150146417272174,48.838119029328354,20.5,10.0,26.0,3.0,65.0,2.0,30.0,9,48,204,20727,4174,321,243250.0,8537.0,9632.0,288,27033.0,23.0,5.0,48.9,34.7
751155717,Saint-Lambert 17,Paris 15e Arrondissement,75,H,2.302937537891491,48.83376130801389,33.0,10.0,60.0,9.0,95.0,5.0,30.0,43,113,341,47506,12039,734,558250.0,9464.0,9978.0,2815,81074.0,68.0,5.0,90.5,61.8
920630802,Centre Ville 2,Rueil-Malmaison,92,H,2.1839332130774927,48.87887214826069,30.6,10.0,66.0,2.0,65.0,3.0,50.0,14,27,70,52526,3016,404,306250.0,6102.0,6903.0,997,44476.0,37.0,5.0,65.9,48.2
751208011,Charonne 11,Paris 20e Arrondissement,75,H,2.407600420562723,48.85660787759673,33.4,10.0,60.0,12.0,95.0,3.0,30.0,33,93,351,47915,17025,510,386750.0,8208.0,8752.0,1741,56167.0,47.0,5.0,76.1,54.8
774070104,Moulin Clair-Moulin de la Seine,Saint-Fargeau-Ponthierry,77,H,2.548335138114472,48.53131438174355,27.9,20.0,44.0,1.0,50.0,3.0,70.0,2,3,5,35390,1955,525,399000.0,3059.0,3397.0,221,162249.0,135.0,14.0,42.9,35.4
751083201,Europe 1,Paris 8e Arrondissement,75,H,2.3206286952683124,48.87669464333065,29.1,10.0,42.0,13.0,95.0,18.0,10.0,41,118,398,33396,18242,2663,2024750.0,12304.0,14108.0,850,255697.0,213.0,5.0,94.4,61.8
751155909,Grenelle 9,Paris 15e Arrondissement,75,H,2.2899111597106074,48.8494480194292,32.3,10.0,48.0,18.0,95.0,8.0,30.0,41,88,285,38108,24685,1184,899500.0,9464.0,9978.0,2815,130633.0,109.0,5.0,73.4,52.8
751083203,Europe 3,Paris 8e Arrondissement,75,H,2.309893244977866,48.87890322645957,26.0,10.0,45.0,6.0,80.0,13.0,10.0,43,124,391,35438,8537,1963,1492750.0,12304.0,14108.0,850,216790.0,181.0,5.0,93.7,59.8
751083205,Europe 5,Paris 8e Arrondissement,75,H,2.3195989702111124,48.88021658555963,24.0,10.0,25.0,8.0,95.0,7.0,10.0,49,134,379,20196,10548,1054,801500.0,12304.0,14108.0,850,89072.0,74.0,5.0,97.8,60.9
751156005,Javel 5,Paris 15e Arrondissement,75,H,2.282113066900406,48.84115062748237,30.6,10.0,49.0,8.0,95.0,4.0,30.0,39,87,283,39196,11263,596,453250.0,9464.0,9978.0,2815,65825.0,55.0,5.0,81.2,55.9
920630504,Buzenval 4,Rueil-Malmaison,92,H,2.17954229261796,48.85822143625291,41.9,10.0,52.0,12.0,95.0,100.0,50.0,4,12,61,41426,17074,15000,11411750.0,6102.0,6903.0,997,1657312.0,1381.0,5.0,18.9,30.4
940710103,La Cité Verte,Sucy-en-Brie,94,H,2.521977881262825,48.77331379193512,23.8,10.0,21.0,3.0,65.0,5.0,70.0,8,10,20,16447,3823,768,582750.0,3962.0,4317.0,251,103619.0,86.0,8.0,28.6,26.2
751166220,Muette 20,Paris 16e Arrondissement,75,H,2.284215065951153,48.860303626439176,28.1,10.0,40.0,14.0,95.0,9.0,10.0,31,70,221,31687,18699,1327,1008000.0,10932.0,12047.0,2182,127296.0,106.0,5.0,84.8,56.4
954280304,Haut Montmorency Sud,Montmorency,95,H,2.3268756464969744,48.994761486275685,29.7,20.0,34.0,3.0,65.0,13.0,70.0,2,3,20,27003,3626,1954,1485750.0,4394.0,5118.0,301,525361.0,438.0,14.0,24.0,26.8
751176502,Ternes 2,Paris 17e Arrondissement,75,H,2.288555179023626,48.87703349641311,29.3,10.0,38.0,22.0,95.0,13.0,10.0,38,76,214,29844,30517,2014,1531250.0,10138.0,10616.0,2228,193375.0,161.0,5.0,79.8,54.6
751176503,Ternes 3,Paris 17e Arrondissement,75,H,2.2918166124333683,48.87810765414455,31.7,10.0,40.0,34.0,95.0,17.0,10.0,37,73,228,31583,46889,2625,1996750.0,10138.0,10616.0,2228,252161.0,210.0,5.0,76.1,53.9
751176504,Ternes 4,Paris 17e Arrondissement,75,H,2.286769262022652,48.87881962774247,30.4,10.0,51.0,12.0,95.0,14.0,10.0,43,79,234,40593,16651,2031,1545250.0,10138.0,10616.0,2228,224414.0,187.0,5.0,76.0,53.2
910210101,Nord,Arpajon,91,H,2.2428041669996746,48.59626572056154,25.4,10.0,41.0,1.0,50.0,7.0,70.0,11,12,24,32760,1170,1103,838250.0,3559.0,7116.0,228,105859.0,88.0,5.0,46.5,36.0
930780110,Sud-Est Roseraie,Villepinte,93,H,2.55363458672418,48.95826714762125,36.6,20.0,40.0,8.0,95.0,16.0,70.0,2,5,24,31433,10942,2461,1872500.0,3030.0,5674.0,348,662116.0,552.0,14.0,22.1,29.4
751186914,Grandes Carrières 14,Paris 18e Arrondissement,75,H,2.332137309445777,48.891471179876206,29.7,10.0,41.0,12.0,95.0,5.0,30.0,54,183,502,32586,16280,814,617750.0,8696.0,9827.0,2501,78013.0,65.0,5.0,95.3,62.5
751166219,Muette 19,Paris 16e Arrondissement,75,H,2.2829392169834573,48.86202603038295,31.9,10.0,49.0,20.0,95.0,21.0,10.0,41,68,214,38664,27166,3124,2376500.0,10932.0,12047.0,2182,345136.0,288.0,5.0,65.8,48.8
930780112,Sud-Est Europe,Villepinte,93,H,2.5554381947482327,48.9560641553275,26.9,20.0,28.0,2.0,65.0,2.0,70.0,2,7,24,22038,3277,327,248500.0,3030.0,5674.0,348,44186.0,37.0,8.0,8.3,17.6
930790102,Quartier 2,Villetaneuse,93,H,2.3474602352092675,48.96204192872411,28.0,10.0,21.0,4.0,80.0,29.0,70.0,10,24,53,16922,5470,4381,3332000.0,3028.0,4405.0,45,370290.0,309.0,5.0,72.3,50.2
751187205,Chapelle 5,Paris 18e Arrondissement,75,H,2.3609160223623045,48.89303326340018,26.3,10.0,41.0,5.0,80.0,3.0,30.0,47,219,510,32634,6898,503,381500.0,8696.0,9827.0,2501,48178.0,40.0,5.0,92.9,59.6
772880401,Trois Moulins,Melun,77,H,2.672113752951101,48.54855706697717,26.0,10.0,35.0,1.0,50.0,4.0,90.0,4,16,23,27759,893,593,449750.0,2896.0,5064.0,548,56797.0,47.0,5.0,38.7,32.4
912280117,Champtier du Coq,Évry-Courcouronnes,91,H,2.436759408972382,48.636443314550725,26.4,10.0,38.0,1.0,50.0,2.0,90.0,7,11,31,30493,1655,268,203000.0,2376.0,4173.0,592,25636.0,21.0,5.0,60.6,43.5
751114106,Folie Méricourt 6,Paris 11e Arrondissement,75,H,2.3672179864551026,48.86444676208741,29.6,10.0,38.0,13.0,95.0,9.0,30.0,65,242,709,29993,18129,1287,978250.0,9754.0,10240.0,2196,123539.0,103.0,5.0,96.6,63.1
912280118,Grand Bourg,Évry-Courcouronnes,91,H,2.437142575745848,48.64266226594577,25.2,10.0,31.0,1.0,50.0,4.0,90.0,6,10,36,24797,1339,645,490000.0,2376.0,4173.0,592,87127.0,73.0,8.0,48.2,36.7
912010110,S12,Draveil,91,H,2.416833495031977,48.68507264092244,24.1,10.0,35.0,1.0,50.0,5.0,70.0,7,12,39,27832,1755,700,532000.0,3432.0,3691.0,281,67184.0,56.0,5.0,37.5,30.8
940040104,Savreau,Boissy-Saint-Léger,94,H,2.5056594152021137,48.74788309873408,27.2,10.0,37.0,2.0,65.0,8.0,70.0,6,7,13,29437,3362,1139,866250.0,3428.0,4995.0,164,175032.0,146.0,8.0,31.8,29.5
751197309,Villette 9,Paris 19e Arrondissement,75,H,2.370348388726696,48.89099221536262,35.5,10.0,38.0,41.0,95.0,31.0,30.0,50,201,524,30268,55654,4619,3514000.0,7845.0,8759.0,1465,443768.0,370.0,5.0,90.9,63.2
751197315,Villette 15,Paris 19e Arrondissement,75,H,2.3770205691494364,48.89209880265314,31.0,10.0,46.0,14.0,95.0,6.0,30.0,51,113,467,36463,19044,914,694750.0,7845.0,8759.0,1465,100898.0,84.0,5.0,89.0,60.0
956070112,Vaucelles,Taverny,95,H,2.228924021344488,49.01837062465466,21.7,10.0,23.0,1.0,50.0,6.0,70.0,6,17,37,17950,1947,936,710500.0,3343.0,3977.0,314,78959.0,66.0,5.0,33.6,27.6
930320108,Iris 0108,Gagny,93,H,2.55941541964894,48.88077749943824,25.3,10.0,24.0,2.0,65.0,19.0,70.0,6,19,62,19004,2628,2801,2129750.0,3820.0,5519.0,454,236682.0,197.0,5.0,38.8,32.0
930320109,Iris 0109,Gagny,93,H,2.5230172305135814,48.88858745858629,27.2,10.0,25.0,4.0,80.0,8.0,70.0,16,26,42,19574,6149,1199,911750.0,3820.0,5519.0,454,101324.0,84.0,5.0,47.8,37.5
930320110,Iris 0110,Gagny,93,H,2.5287279684678667,48.8858583415308,28.3,10.0,28.0,5.0,80.0,13.0,70.0,14,17,39,22428,6989,1887,1435000.0,3820.0,5519.0,454,159474.0,133.0,5.0,50.0,39.2
